,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
14368,India,Wheat,2012,31775,1083.0,52980.0,25.3
14369,India,Wheat,2012,31775,1083.0,52980.0,26.65
14370,India,Wheat,2012,31775,1083.0,52980.0,25.09
14371,India,Wheat,2012,31775,1083.0,52980.0,26.89
14372,India,Wheat,2012,31775,1083.0,52980.0,26.89
14373,India,Wheat,2012,31775,1083.0,52980.0,26.09
14374,India,Cassava,2013,349594,1083.0,45620.0,26.69
14375,India,Cassava,2013,349594,1083.0,45620.0,27.61
14376,India,Cassava,2013,349594,1083.0,45620.0,27.1
14377,India,Cassava,2013,349594,1083.0,45620.0,25.44
14378,India,Cassava,2013,349594,1083.0,45620.0,26.61
14379,India,Cassava,2013,349594,1083.0,45620.0,26.37
14380,India,Cassava,2013,349594,1083.0,45620.0,26.71
14381,India,Cassava,2013,349594,1083.0,45620.0,27.37
14382,India,Cassava,2013,349594,1083.0,45620.0,28.85
14383,India,Cassava,2013,349594,1083.0,45620.0,25.94
14384,India,Cassava,2013,349594,1083.0,45620.0,26.84
14385,India,Cassava,2013,349594,1083.0,45620.0,26.12
14386,India,Cassava,2013,349594,1083.0,45620.0,25.44
14387,India,Cassava,2013,349594,1083.0,45620.0,27.11
14388,India,Cassava,2013,349594,1083.0,45620.0,26.71
14389,India,Cassava,2013,349594,1083.0,45620.0,26.79
14390,India,Cassava,2013,349594,1083.0,45620.0,25.85
14391,India,Cassava,2013,349594,1083.0,45620.0,27.14
14392,India,Cassava,2013,349594,1083.0,45620.0,25.98
14393,India,Cassava,2013,349594,1083.0,45620.0,27.44
14394,India,Cassava,2013,349594,1083.0,45620.0,27.44
14395,India,Cassava,2013,349594,1083.0,45620.0,26.99
14396,India,Maize,2013,25726,1083.0,45620.0,26.69
14397,India,Maize,2013,25726,1083.0,45620.0,27.61
14398,India,Maize,2013,25726,1083.0,45620.0,27.1
14399,India,Maize,2013,25726,1083.0,45620.0,25.44
14400,India,Maize,2013,25726,1083.0,45620.0,26.61
14401,India,Maize,2013,25726,1083.0,45620.0,26.37
14402,India,Maize,2013,25726,1083.0,45620.0,26.71
14403,India,Maize,2013,25726,1083.0,45620.0,27.37
14404,India,Maize,2013,25726,1083.0,45620.0,28.85
14405,India,Maize,2013,25726,1083.0,45620.0,25.94
14406,India,Maize,2013,25726,1083.0,45620.0,26.84
14407,India,Maize,2013,25726,1083.0,45620.0,26.12
14408,India,Maize,2013,25726,1083.0,45620.0,25.44
14409,India,Maize,2013,25726,1083.0,45620.0,27.11
14410,India,Maize,2013,25726,1083.0,45620.0,26.71
14411,India,Maize,2013,25726,1083.0,45620.0,26.79
14412,India,Maize,2013,25726,1083.0,45620.0,25.85
14413,India,Maize,2013,25726,1083.0,45620.0,27.14
14414,India,Maize,2013,25726,1083.0,45620.0,25.98
14415,India,Maize,2013,25726,1083.0,45620.0,27.44
14416,India,Maize,2013,25726,1083.0,45620.0,27.44
14417,India,Maize,2013,25726,1083.0,45620.0,26.99
14418,India,Potatoes,2013,227606,1083.0,45620.0,26.69
14419,India,Potatoes,2013,227606,1083.0,45620.0,27.61
14420,India,Potatoes,2013,227606,1083.0,45620.0,27.1
14421,India,Potatoes,2013,227606,1083.0,45620.0,25.44
14422,India,Potatoes,2013,227606,1083.0,45620.0,26.61
14423,India,Potatoes,2013,227606,1083.0,45620.0,26.37
14424,India,Potatoes,2013,227606,1083.0,45620.0,26.71
14425,India,Potatoes,2013,227606,1083.0,45620.0,27.37
14426,India,Potatoes,2013,227606,1083.0,45620.0,28.85
14427,India,Potatoes,2013,227606,1083.0,45620.0,25.94
14428,India,Potatoes,2013,227606,1083.0,45620.0,26.84
14429,India,Potatoes,2013,227606,1083.0,45620.0,26.12
14430,India,Potatoes,2013,227606,1083.0,45620.0,25.44
14431,India,Potatoes,2013,227606,1083.0,45620.0,27.11
14432,India,Potatoes,2013,227606,1083.0,45620.0,26.71
14433,India,Potatoes,2013,227606,1083.0,45620.0,26.79
14434,India,Potatoes,2013,227606,1083.0,45620.0,25.85
14435,India,Potatoes,2013,227606,1083.0,45620.0,27.14
14436,India,Potatoes,2013,227606,1083.0,45620.0,25.98
14437,India,Potatoes,2013,227606,1083.0,45620.0,27.44
14438,India,Potatoes,2013,227606,1083.0,45620.0,27.44
14439,India,Potatoes,2013,227606,1083.0,45620.0,26.99
14440,India,"Rice, paddy",2013,36070,1083.0,45620.0,26.69
14441,India,"Rice, paddy",2013,36070,1083.0,45620.0,27.61
14442,India,"Rice, paddy",2013,36070,1083.0,45620.0,27.1
14443,India,"Rice, paddy",2013,36070,1083.0,45620.0,25.44
14444,India,"Rice, paddy",2013,36070,1083.0,45620.0,26.61
14445,India,"Rice, paddy",2013,36070,1083.0,45620.0,26.37
14446,India,"Rice, paddy",2013,36070,1083.0,45620.0,26.71
14447,India,"Rice, paddy",2013,36070,1083.0,45620.0,27.37
14448,India,"Rice, paddy",2013,36070,1083.0,45620.0,28.85
14449,India,"Rice, paddy",2013,36070,1083.0,45620.0,25.94
14450,India,"Rice, paddy",2013,36070,1083.0,45620.0,26.84
14451,India,"Rice, paddy",2013,36070,1083.0,45620.0,26.12
14452,India,"Rice, paddy",2013,36070,1083.0,45620.0,25.44
14453,India,"Rice, paddy",2013,36070,1083.0,45620.0,27.11
14454,India,"Rice, paddy",2013,36070,1083.0,45620.0,26.71
14455,India,"Rice, paddy",2013,36070,1083.0,45620.0,26.79
14456,India,"Rice, paddy",2013,36070,1083.0,45620.0,25.85
14457,India,"Rice, paddy",2013,36070,1083.0,45620.0,27.14
14458,India,"Rice, paddy",2013,36070,1083.0,45620.0,25.98
14459,India,"Rice, paddy",2013,36070,1083.0,45620.0,27.44
14460,India,"Rice, paddy",2013,36070,1083.0,45620.0,27.44
14461,India,"Rice, paddy",2013,36070,1083.0,45620.0,26.99
14462,India,Sorghum,2013,8502,1083.0,45620.0,26.69
14463,India,Sorghum,2013,8502,1083.0,45620.0,27.61
14464,India,Sorghum,2013,8502,1083.0,45620.0,27.1
14465,India,Sorghum,2013,8502,1083.0,45620.0,25.44
14466,India,Sorghum,2013,8502,1083.0,45620.0,26.61
14467,India,Sorghum,2013,8502,1083.0,45620.0,26.37
14468,India,Sorghum,2013,8502,1083.0,45620.0,26.71
14469,India,Sorghum,2013,8502,1083.0,45620.0,27.37
14470,India,Sorghum,2013,8502,1083.0,45620.0,28.85
14471,India,Sorghum,2013,8502,1083.0,45620.0,25.94
14472,India,Sorghum,2013,8502,1083.0,45620.0,26.84
14473,India,Sorghum,2013,8502,1083.0,45620.0,26.12
14474,India,Sorghum,2013,8502,1083.0,45620.0,25.44
14475,India,Sorghum,2013,8502,1083.0,45620.0,27.11
14476,India,Sorghum,2013,8502,1083.0,45620.0,26.71
14477,India,Sorghum,2013,8502,1083.0,45620.0,26.79
14478,India,Sorghum,2013,8502,1083.0,45620.0,25.85
14479,India,Sorghum,2013,8502,1083.0,45620.0,27.14
14480,India,Sorghum,2013,8502,1083.0,45620.0,25.98
14481,India,Sorghum,2013,8502,1083.0,45620.0,27.44
14482,India,Sorghum,2013,8502,1083.0,45620.0,27.44
14483,India,Sorghum,2013,8502,1083.0,45620.0,26.99
14484,India,Soybeans,2013,10123,1083.0,45620.0,26.69
14485,India,Soybeans,2013,10123,1083.0,45620.0,27.61
14486,India,Soybeans,2013,10123,1083.0,45620.0,27.1
14487,India,Soybeans,2013,10123,1083.0,45620.0,25.44
14488,India,Soybeans,2013,10123,1083.0,45620.0,26.61
14489,India,Soybeans,2013,10123,1083.0,45620.0,26.37
14490,India,Soybeans,2013,10123,1083.0,45620.0,26.71
14491,India,Soybeans,2013,10123,1083.0,45620.0,27.37
14492,India,Soybeans,2013,10123,1083.0,45620.0,28.85
14493,India,Soybeans,2013,10123,1083.0,45620.0,25.94
14494,India,Soybeans,2013,10123,1083.0,45620.0,26.84
14495,India,Soybeans,2013,10123,1083.0,45620.0,26.12
14496,India,Soybeans,2013,10123,1083.0,45620.0,25.44
14497,India,Soybeans,2013,10123,1083.0,45620.0,27.11
14498,India,Soybeans,2013,10123,1083.0,45620.0,26.71
14499,India,Soybeans,2013,10123,1083.0,45620.0,26.79
14500,India,Soybeans,2013,10123,1083.0,45620.0,25.85
14501,India,Soybeans,2013,10123,1083.0,45620.0,27.14
14502,India,Soybeans,2013,10123,1083.0,45620.0,25.98
14503,India,Soybeans,2013,10123,1083.0,45620.0,27.44
14504,India,Soybeans,2013,10123,1083.0,45620.0,27.44
14505,India,Soybeans,2013,10123,1083.0,45620.0,26.99
14506,India,Sweet potatoes,2013,101288,1083.0,45620.0,26.69
14507,India,Sweet potatoes,2013,101288,1083.0,45620.0,27.61
14508,India,Sweet potatoes,2013,101288,1083.0,45620.0,27.1
14509,India,Sweet potatoes,2013,101288,1083.0,45620.0,25.44
14510,India,Sweet potatoes,2013,101288,1083.0,45620.0,26.61
14511,India,Sweet potatoes,2013,101288,1083.0,45620.0,26.37
14512,India,Sweet potatoes,2013,101288,1083.0,45620.0,26.71
14513,India,Sweet potatoes,2013,101288,1083.0,45620.0,27.37
14514,India,Sweet potatoes,2013,101288,1083.0,45620.0,28.85
14515,India,Sweet potatoes,2013,101288,1083.0,45620.0,25.94
14516,India,Sweet potatoes,2013,101288,1083.0,45620.0,26.84
14517,India,Sweet potatoes,2013,101288,1083.0,45620.0,26.12
14518,India,Sweet potatoes,2013,101288,1083.0,45620.0,25.44
14519,India,Sweet potatoes,2013,101288,1083.0,45620.0,27.11
14520,India,Sweet potatoes,2013,101288,1083.0,45620.0,26.71
14521,India,Sweet potatoes,2013,101288,1083.0,45620.0,26.79
14522,India,Sweet potatoes,2013,101288,1083.0,45620.0,25.85
14523,India,Sweet potatoes,2013,101288,1083.0,45620.0,27.14
14524,India,Sweet potatoes,2013,101288,1083.0,45620.0,25.98
14525,India,Sweet potatoes,2013,101288,1083.0,45620.0,27.44
14526,India,Sweet potatoes,2013,101288,1083.0,45620.0,27.44
14527,India,Sweet potatoes,2013,101288,1083.0,45620.0,26.99
14528,India,Wheat,2013,31538,1083.0,45620.0,26.69
14529,India,Wheat,2013,31538,1083.0,45620.0,27.61
14530,India,Wheat,2013,31538,1083.0,45620.0,27.1
14531,India,Wheat,2013,31538,1083.0,45620.0,25.44
14532,India,Wheat,2013,31538,1083.0,45620.0,26.61
14533,India,Wheat,2013,31538,1083.0,45620.0,26.37
14534,India,Wheat,2013,31538,1083.0,45620.0,26.71
14535,India,Wheat,2013,31538,1083.0,45620.0,27.37
14536,India,Wheat,2013,31538,1083.0,45620.0,28.85
14537,India,Wheat,2013,31538,1083.0,45620.0,25.94
14538,India,Wheat,2013,31538,1083.0,45620.0,26.84
14539,India,Wheat,2013,31538,1083.0,45620.0,26.12
14540,India,Wheat,2013,31538,1083.0,45620.0,25.44
14541,India,Wheat,2013,31538,1083.0,45620.0,27.11
14542,India,Wheat,2013,31538,1083.0,45620.0,26.71
14543,India,Wheat,2013,31538,1083.0,45620.0,26.79
14544,India,Wheat,2013,31538,1083.0,45620.0,25.85
14545,India,Wheat,2013,31538,1083.0,45620.0,27.14
14546,India,Wheat,2013,31538,1083.0,45620.0,25.98
14547,India,Wheat,2013,31538,1083.0,45620.0,27.44
14548,India,Wheat,2013,31538,1083.0,45620.0,27.44
14549,India,Wheat,2013,31538,1083.0,45620.0,26.99
14550,Indonesia,Cassava,1990,120691,2702.0,2432.0,25.37
14551,Indonesia,Cassava,1990,120691,2702.0,2432.0,27.05
14552,Indonesia,Cassava,1990,120691,2702.0,2432.0,27.11
14553,Indonesia,Cassava,1990,120691,2702.0,2432.0,27.18
14554,Indonesia,Cassava,1990,120691,2702.0,2432.0,26.79
14555,Indonesia,Cassava,1990,120691,2702.0,2432.0,27.47
14556,Indonesia,Maize,1990,21323,2702.0,2432.0,25.37
14557,Indonesia,Maize,1990,21323,2702.0,2432.0,27.05
14558,Indonesia,Maize,1990,21323,2702.0,2432.0,27.11
14559,Indonesia,Maize,1990,21323,2702.0,2432.0,27.18
14560,Indonesia,Maize,1990,21323,2702.0,2432.0,26.79
14561,Indonesia,Maize,1990,21323,2702.0,2432.0,27.47
14562,Indonesia,Potatoes,1990,141637,2702.0,2432.0,25.37
14563,Indonesia,Potatoes,1990,141637,2702.0,2432.0,27.05
14564,Indonesia,Potatoes,1990,141637,2702.0,2432.0,27.11
14565,Indonesia,Potatoes,1990,141637,2702.0,2432.0,27.18
14566,Indonesia,Potatoes,1990,141637,2702.0,2432.0,26.79
14567,Indonesia,Potatoes,1990,141637,2702.0,2432.0,27.47
14568,Indonesia,"Rice, paddy",1990,43018,2702.0,2432.0,25.37
14569,Indonesia,"Rice, paddy",1990,43018,2702.0,2432.0,27.05
14570,Indonesia,"Rice, paddy",1990,43018,2702.0,2432.0,27.11
14571,Indonesia,"Rice, paddy",1990,43018,2702.0,2432.0,27.18
14572,Indonesia,"Rice, paddy",1990,43018,2702.0,2432.0,26.79
14573,Indonesia,"Rice, paddy",1990,43018,2702.0,2432.0,27.47
14574,Indonesia,Soybeans,1990,11149,2702.0,2432.0,25.37
14575,Indonesia,Soybeans,1990,11149,2702.0,2432.0,27.05
14576,Indonesia,Soybeans,1990,11149,2702.0,2432.0,27.11
14577,Indonesia,Soybeans,1990,11149,2702.0,2432.0,27.18
14578,Indonesia,Soybeans,1990,11149,2702.0,2432.0,26.79
14579,Indonesia,Soybeans,1990,11149,2702.0,2432.0,27.47
14580,Indonesia,Sweet potatoes,1990,94450,2702.0,2432.0,25.37
14581,Indonesia,Sweet potatoes,1990,94450,2702.0,2432.0,27.05
14582,Indonesia,Sweet potatoes,1990,94450,2702.0,2432.0,27.11
14583,Indonesia,Sweet potatoes,1990,94450,2702.0,2432.0,27.18
14584,Indonesia,Sweet potatoes,1990,94450,2702.0,2432.0,26.79
14585,Indonesia,Sweet potatoes,1990,94450,2702.0,2432.0,27.47
14586,Indonesia,Cassava,1991,120946,2702.0,3259.0,25.27
14587,Indonesia,Cassava,1991,120946,2702.0,3259.0,27.04
14588,Indonesia,Cassava,1991,120946,2702.0,3259.0,26.92
14589,Indonesia,Cassava,1991,120946,2702.0,3259.0,27.05
14590,Indonesia,Cassava,1991,120946,2702.0,3259.0,26.61
14591,Indonesia,Cassava,1991,120946,2702.0,3259.0,27.21
14592,Indonesia,Maize,1991,21505,2702.0,3259.0,25.27
14593,Indonesia,Maize,1991,21505,2702.0,3259.0,27.04
14594,Indonesia,Maize,1991,21505,2702.0,3259.0,26.92
14595,Indonesia,Maize,1991,21505,2702.0,3259.0,27.05
14596,Indonesia,Maize,1991,21505,2702.0,3259.0,26.61
14597,Indonesia,Maize,1991,21505,2702.0,3259.0,27.21
14598,Indonesia,Potatoes,1991,132721,2702.0,3259.0,25.27
14599,Indonesia,Potatoes,1991,132721,2702.0,3259.0,27.04
14600,Indonesia,Potatoes,1991,132721,2702.0,3259.0,26.92
14601,Indonesia,Potatoes,1991,132721,2702.0,3259.0,27.05
14602,Indonesia,Potatoes,1991,132721,2702.0,3259.0,26.61
14603,Indonesia,Potatoes,1991,132721,2702.0,3259.0,27.21
14604,Indonesia,"Rice, paddy",1991,43465,2702.0,3259.0,25.27
14605,Indonesia,"Rice, paddy",1991,43465,2702.0,3259.0,27.04
14606,Indonesia,"Rice, paddy",1991,43465,2702.0,3259.0,26.92
14607,Indonesia,"Rice, paddy",1991,43465,2702.0,3259.0,27.05
14608,Indonesia,"Rice, paddy",1991,43465,2702.0,3259.0,26.61
14609,Indonesia,"Rice, paddy",1991,43465,2702.0,3259.0,27.21
14610,Indonesia,Soybeans,1991,11369,2702.0,3259.0,25.27
14611,Indonesia,Soybeans,1991,11369,2702.0,3259.0,27.04
14612,Indonesia,Soybeans,1991,11369,2702.0,3259.0,26.92
14613,Indonesia,Soybeans,1991,11369,2702.0,3259.0,27.05
14614,Indonesia,Soybeans,1991,11369,2702.0,3259.0,26.61
14615,Indonesia,Soybeans,1991,11369,2702.0,3259.0,27.21
14616,Indonesia,Sweet potatoes,1991,95150,2702.0,3259.0,25.27
14617,Indonesia,Sweet potatoes,1991,95150,2702.0,3259.0,27.04
14618,Indonesia,Sweet potatoes,1991,95150,2702.0,3259.0,26.92
14619,Indonesia,Sweet potatoes,1991,95150,2702.0,3259.0,27.05
14620,Indonesia,Sweet potatoes,1991,95150,2702.0,3259.0,26.61
14621,Indonesia,Sweet potatoes,1991,95150,2702.0,3259.0,27.21
14622,Indonesia,Cassava,1992,122220,2702.0,825.0,25.17
14623,Indonesia,Cassava,1992,122220,2702.0,825.0,26.96
14624,Indonesia,Cassava,1992,122220,2702.0,825.0,27.01
14625,Indonesia,Cassava,1992,122220,2702.0,825.0,27.2
14626,Indonesia,Cassava,1992,122220,2702.0,825.0,26.72
14627,Indonesia,Cassava,1992,122220,2702.0,825.0,27.4
14628,Indonesia,Maize,1992,22030,2702.0,825.0,25.17
14629,Indonesia,Maize,1992,22030,2702.0,825.0,26.96
14630,Indonesia,Maize,1992,22030,2702.0,825.0,27.01
14631,Indonesia,Maize,1992,22030,2702.0,825.0,27.2
14632,Indonesia,Maize,1992,22030,2702.0,825.0,26.72
14633,Indonesia,Maize,1992,22030,2702.0,825.0,27.4
14634,Indonesia,Potatoes,1992,143819,2702.0,825.0,25.17
14635,Indonesia,Potatoes,1992,143819,2702.0,825.0,26.96
14636,Indonesia,Potatoes,1992,143819,2702.0,825.0,27.01
14637,Indonesia,Potatoes,1992,143819,2702.0,825.0,27.2
14638,Indonesia,Potatoes,1992,143819,2702.0,825.0,26.72
14639,Indonesia,Potatoes,1992,143819,2702.0,825.0,27.4
14640,Indonesia,"Rice, paddy",1992,43446,2702.0,825.0,25.17
14641,Indonesia,"Rice, paddy",1992,43446,2702.0,825.0,26.96
14642,Indonesia,"Rice, paddy",1992,43446,2702.0,825.0,27.01
14643,Indonesia,"Rice, paddy",1992,43446,2702.0,825.0,27.2
14644,Indonesia,"Rice, paddy",1992,43446,2702.0,825.0,26.72
14645,Indonesia,"Rice, paddy",1992,43446,2702.0,825.0,27.4
14646,Indonesia,Soybeans,1992,11230,2702.0,825.0,25.17
14647,Indonesia,Soybeans,1992,11230,2702.0,825.0,26.96
14648,Indonesia,Soybeans,1992,11230,2702.0,825.0,27.01
14649,Indonesia,Soybeans,1992,11230,2702.0,825.0,27.2
14650,Indonesia,Soybeans,1992,11230,2702.0,825.0,26.72
14651,Indonesia,Soybeans,1992,11230,2702.0,825.0,27.4
14652,Indonesia,Sweet potatoes,1992,94481,2702.0,825.0,25.17
14653,Indonesia,Sweet potatoes,1992,94481,2702.0,825.0,26.96
14654,Indonesia,Sweet potatoes,1992,94481,2702.0,825.0,27.01
14655,Indonesia,Sweet potatoes,1992,94481,2702.0,825.0,27.2
14656,Indonesia,Sweet potatoes,1992,94481,2702.0,825.0,26.72
14657,Indonesia,Sweet potatoes,1992,94481,2702.0,825.0,27.4
14658,Indonesia,Cassava,1993,123323,2702.0,1597.0,25.46
14659,Indonesia,Cassava,1993,123323,2702.0,1597.0,27.04
14660,Indonesia,Cassava,1993,123323,2702.0,1597.0,26.9
14661,Indonesia,Cassava,1993,123323,2702.0,1597.0,27.21
14662,Indonesia,Cassava,1993,123323,2702.0,1597.0,26.88
14663,Indonesia,Cassava,1993,123323,2702.0,1597.0,27.51
14664,Indonesia,Maize,1993,21975,2702.0,1597.0,25.46
14665,Indonesia,Maize,1993,21975,2702.0,1597.0,27.04
14666,Indonesia,Maize,1993,21975,2702.0,1597.0,26.9
14667,Indonesia,Maize,1993,21975,2702.0,1597.0,27.21
14668,Indonesia,Maize,1993,21975,2702.0,1597.0,26.88
14669,Indonesia,Maize,1993,21975,2702.0,1597.0,27.51
14670,Indonesia,Potatoes,1993,158338,2702.0,1597.0,25.46
14671,Indonesia,Potatoes,1993,158338,2702.0,1597.0,27.04
14672,Indonesia,Potatoes,1993,158338,2702.0,1597.0,26.9
14673,Indonesia,Potatoes,1993,158338,2702.0,1597.0,27.21
14674,Indonesia,Potatoes,1993,158338,2702.0,1597.0,26.88
14675,Indonesia,Potatoes,1993,158338,2702.0,1597.0,27.51
14676,Indonesia,"Rice, paddy",1993,43750,2702.0,1597.0,25.46
14677,Indonesia,"Rice, paddy",1993,43750,2702.0,1597.0,27.04
14678,Indonesia,"Rice, paddy",1993,43750,2702.0,1597.0,26.9
14679,Indonesia,"Rice, paddy",1993,43750,2702.0,1597.0,27.21
14680,Indonesia,"Rice, paddy",1993,43750,2702.0,1597.0,26.88
14681,Indonesia,"Rice, paddy",1993,43750,2702.0,1597.0,27.51
14682,Indonesia,Soybeans,1993,11621,2702.0,1597.0,25.46
14683,Indonesia,Soybeans,1993,11621,2702.0,1597.0,27.04
14684,Indonesia,Soybeans,1993,11621,2702.0,1597.0,26.9
14685,Indonesia,Soybeans,1993,11621,2702.0,1597.0,27.21
14686,Indonesia,Soybeans,1993,11621,2702.0,1597.0,26.88
14687,Indonesia,Soybeans,1993,11621,2702.0,1597.0,27.51
14688,Indonesia,Sweet potatoes,1993,93183,2702.0,1597.0,25.46
14689,Indonesia,Sweet potatoes,1993,93183,2702.0,1597.0,27.04
14690,Indonesia,Sweet potatoes,1993,93183,2702.0,1597.0,26.9
14691,Indonesia,Sweet potatoes,1993,93183,2702.0,1597.0,27.21
14692,Indonesia,Sweet potatoes,1993,93183,2702.0,1597.0,26.88
14693,Indonesia,Sweet potatoes,1993,93183,2702.0,1597.0,27.51
14694,Indonesia,Cassava,1994,115946,2702.0,1597.0,25.21
14695,Indonesia,Cassava,1994,115946,2702.0,1597.0,27.12
14696,Indonesia,Cassava,1994,115946,2702.0,1597.0,26.97
14697,Indonesia,Cassava,1994,115946,2702.0,1597.0,27.34
14698,Indonesia,Cassava,1994,115946,2702.0,1597.0,26.56
14699,Indonesia,Cassava,1994,115946,2702.0,1597.0,27.18
14700,Indonesia,Maize,1994,22091,2702.0,1597.0,25.21
14701,Indonesia,Maize,1994,22091,2702.0,1597.0,27.12
14702,Indonesia,Maize,1994,22091,2702.0,1597.0,26.97
14703,Indonesia,Maize,1994,22091,2702.0,1597.0,27.34
14704,Indonesia,Maize,1994,22091,2702.0,1597.0,26.56
14705,Indonesia,Maize,1994,22091,2702.0,1597.0,27.18
14706,Indonesia,Potatoes,1994,156474,2702.0,1597.0,25.21
14707,Indonesia,Potatoes,1994,156474,2702.0,1597.0,27.12
14708,Indonesia,Potatoes,1994,156474,2702.0,1597.0,26.97
14709,Indonesia,Potatoes,1994,156474,2702.0,1597.0,27.34
14710,Indonesia,Potatoes,1994,156474,2702.0,1597.0,26.56
14711,Indonesia,Potatoes,1994,156474,2702.0,1597.0,27.18
14712,Indonesia,"Rice, paddy",1994,43453,2702.0,1597.0,25.21
14713,Indonesia,"Rice, paddy",1994,43453,2702.0,1597.0,27.12
14714,Indonesia,"Rice, paddy",1994,43453,2702.0,1597.0,26.97
14715,Indonesia,"Rice, paddy",1994,43453,2702.0,1597.0,27.34
14716,Indonesia,"Rice, paddy",1994,43453,2702.0,1597.0,26.56
14717,Indonesia,"Rice, paddy",1994,43453,2702.0,1597.0,27.18
14718,Indonesia,Soybeans,1994,11123,2702.0,1597.0,25.21
14719,Indonesia,Soybeans,1994,11123,2702.0,1597.0,27.12
14720,Indonesia,Soybeans,1994,11123,2702.0,1597.0,26.97
14721,Indonesia,Soybeans,1994,11123,2702.0,1597.0,27.34
14722,Indonesia,Soybeans,1994,11123,2702.0,1597.0,26.56
14723,Indonesia,Soybeans,1994,11123,2702.0,1597.0,27.18
14724,Indonesia,Sweet potatoes,1994,93583,2702.0,1597.0,25.21
14725,Indonesia,Sweet potatoes,1994,93583,2702.0,1597.0,27.12
14726,Indonesia,Sweet potatoes,1994,93583,2702.0,1597.0,26.97
14727,Indonesia,Sweet potatoes,1994,93583,2702.0,1597.0,27.34
14728,Indonesia,Sweet potatoes,1994,93583,2702.0,1597.0,26.56
14729,Indonesia,Sweet potatoes,1994,93583,2702.0,1597.0,27.18
14730,Indonesia,Cassava,1995,116605,2702.0,1597.0,25.46
14731,Indonesia,Cassava,1995,116605,2702.0,1597.0,27.15
14732,Indonesia,Cassava,1995,116605,2702.0,1597.0,
14733,Indonesia,Cassava,1995,116605,2702.0,1597.0,27.28
14734,Indonesia,Cassava,1995,116605,2702.0,1597.0,26.74
14735,Indonesia,Cassava,1995,116605,2702.0,1597.0,27.32
14736,Indonesia,Maize,1995,22580,2702.0,1597.0,25.46
14737,Indonesia,Maize,1995,22580,2702.0,1597.0,27.15
14738,Indonesia,Maize,1995,22580,2702.0,1597.0,
14739,Indonesia,Maize,1995,22580,2702.0,1597.0,27.28
14740,Indonesia,Maize,1995,22580,2702.0,1597.0,26.74
14741,Indonesia,Maize,1995,22580,2702.0,1597.0,27.32
14742,Indonesia,Potatoes,1995,165939,2702.0,1597.0,25.46
14743,Indonesia,Potatoes,1995,165939,2702.0,1597.0,27.15
14744,Indonesia,Potatoes,1995,165939,2702.0,1597.0,
14745,Indonesia,Potatoes,1995,165939,2702.0,1597.0,27.28
14746,Indonesia,Potatoes,1995,165939,2702.0,1597.0,26.74
14747,Indonesia,Potatoes,1995,165939,2702.0,1597.0,27.32
14748,Indonesia,"Rice, paddy",1995,43487,2702.0,1597.0,25.46
14749,Indonesia,"Rice, paddy",1995,43487,2702.0,1597.0,27.15
14750,Indonesia,"Rice, paddy",1995,43487,2702.0,1597.0,
14751,Indonesia,"Rice, paddy",1995,43487,2702.0,1597.0,27.28
14752,Indonesia,"Rice, paddy",1995,43487,2702.0,1597.0,26.74
14753,Indonesia,"Rice, paddy",1995,43487,2702.0,1597.0,27.32
14754,Indonesia,Soybeans,1995,11371,2702.0,1597.0,25.46
14755,Indonesia,Soybeans,1995,11371,2702.0,1597.0,27.15
14756,Indonesia,Soybeans,1995,11371,2702.0,1597.0,
14757,Indonesia,Soybeans,1995,11371,2702.0,1597.0,27.28
14758,Indonesia,Soybeans,1995,11371,2702.0,1597.0,26.74
14759,Indonesia,Soybeans,1995,11371,2702.0,1597.0,27.32
14760,Indonesia,Sweet potatoes,1995,94939,2702.0,1597.0,25.46
14761,Indonesia,Sweet potatoes,1995,94939,2702.0,1597.0,27.15
14762,Indonesia,Sweet potatoes,1995,94939,2702.0,1597.0,
14763,Indonesia,Sweet potatoes,1995,94939,2702.0,1597.0,27.28
14764,Indonesia,Sweet potatoes,1995,94939,2702.0,1597.0,26.74
14765,Indonesia,Sweet potatoes,1995,94939,2702.0,1597.0,27.32
14766,Indonesia,Cassava,1996,120150,2702.0,1597.0,25.41
14767,Indonesia,Cassava,1996,120150,2702.0,1597.0,27.07
14768,Indonesia,Cassava,1996,120150,2702.0,1597.0,27.0
14769,Indonesia,Cassava,1996,120150,2702.0,1597.0,27.2
14770,Indonesia,Cassava,1996,120150,2702.0,1597.0,26.83
14771,Indonesia,Cassava,1996,120150,2702.0,1597.0,27.53
14772,Indonesia,Maize,1996,24862,2702.0,1597.0,25.41
14773,Indonesia,Maize,1996,24862,2702.0,1597.0,27.07
14774,Indonesia,Maize,1996,24862,2702.0,1597.0,27.0
14775,Indonesia,Maize,1996,24862,2702.0,1597.0,27.2
14776,Indonesia,Maize,1996,24862,2702.0,1597.0,26.83
14777,Indonesia,Maize,1996,24862,2702.0,1597.0,27.53
14778,Indonesia,Potatoes,1996,158631,2702.0,1597.0,25.41
14779,Indonesia,Potatoes,1996,158631,2702.0,1597.0,27.07
14780,Indonesia,Potatoes,1996,158631,2702.0,1597.0,27.0
14781,Indonesia,Potatoes,1996,158631,2702.0,1597.0,27.2
14782,Indonesia,Potatoes,1996,158631,2702.0,1597.0,26.83
14783,Indonesia,Potatoes,1996,158631,2702.0,1597.0,27.53
14784,Indonesia,"Rice, paddy",1996,44168,2702.0,1597.0,25.41
